order_id,order_datetime,city,customer_id,product_id,product_name,category,unit_price_list,unit_cost,quantity,discount_pct,revenue,profit,image
50243,2023-11-06 22:05:00,Mumbai,2048,1035,Beverages Item 4,Beverages,651.33,305.83,3,5.07,1854.93,937.44,https://example.com/images/1035.jpg
51731,2023-11-06 22:44:00,Pune,1215,1009,Pizza Item 2,Pizza,350.92,176.14,3,16.18,882.42,354.0,https://example.com/images/1009.jpg
53830,2023-11-07 09:11:00,Mumbai,4013,1007,Burgers Item 8,Burgers,197.76,91.8,1,5.07,187.73,95.93,https://example.com/images/1007.jpg
53830,2023-11-07 09:11:00,Mumbai,4013,1018,Biryani Item 3,Biryani,334.15,145.08,3,5.41,948.21,512.97,https://example.com/images/1018.jpg
55058,2023-11-07 10:39:00,Delhi,2411,1036,Beverages Item 5,Beverages,104.18,71.41,1,0.0,104.18,32.77,https://example.com/images/1036.jpg
51458,2023-11-07 10:52:00,Hyderabad,1006,1032,Beverages Item 1,Beverages,295.07,174.07,1,0.0,295.07,121.0,https://example.com/images/1032.jpg
51261,2023-11-07 11:53:00,Pune,2940,1030,Desserts Item 7,Desserts,398.7,197.35,1,10.51,356.8,159.45,https://example.com/images/1030.jpg
50899,2023-11-07 11:56:00,Chennai,2139,1052,Salads Item 5,Salads,694.17,338.24,1,0.0,694.17,355.93,https://example.com/images/1052.jpg
53147,2023-11-07 12:57:00,Kolkata,2370,1017,Biryani Item 2,Biryani,798.67,545.44,2,10.92,1422.92,332.04,https://example.com/images/1017.jpg
51360,2023-11-07 13:00:00,Mumbai,2465,1017,Biryani Item 2,Biryani,798.67,545.44,3,0.0,2396.01,759.69,https://example.com/images/1017.jpg
51360,2023-11-07 13:00:00,Mumbai,2465,1004,Burgers Item 5,Burgers,552.71,358.06,2,,1105.42,389.3,https://example.com/images/1004.jpg
54979,2023-11-07 14:05:00,Mumbai,2080,1027,Desserts Item 4,Desserts,463.77,335.15,1,5.39,438.77,103.62,https://example.com/images/1027.jpg
54979,2023-11-07 14:05:00,Mumbai,2080,1028,Desserts Item 5,Desserts,169.15,79.26,1,0.0,169.15,89.89,https://example.com/images/1028.jpg
54979,2023-11-07 14:05:00,Mumbai,2080,1010,Pizza Item 3,Pizza,489.48,219.69,2,0.0,978.96,539.58,https://example.com/images/1010.jpg
50377,2023-11-07 14:08:00,Pune,3583,1020,Biryani Item 5,Biryani,193.29,110.82,1,0.0,193.29,82.47,https://example.com/images/1020.jpg
50405,2023-11-07 14:21:00,Pune,3540,1012,Pizza Item 5,Pizza,365.65,246.74,2,16.29,612.18,118.7,https://example.com/images/1012.jpg
54852,2023-11-07 15:00:00,Mumbai,2327,1038,Beverages Item 7,Beverages,702.49,299.2,2,0.0,1404.98,806.58,https://example.com/images/1038.jpg
53804,2023-11-07 16:27:00,Pune,2261,1018,Biryani Item 3,Biryani,334.15,145.08,1,15.26,283.16,138.08,https://example.com/images/1018.jpg
53944,2023-11-07 20:41:00,Mumbai,3308,1004,Burgers Item 5,Burgers,552.71,358.06,1,0.0,552.71,194.65,https://example.com/images/1004.jpg
53015,2023-11-07 20:57:00,Chennai,1061,1005,Burgers Item 6,Burgers,111.59,82.52,1,5.24,105.74,23.22,https://example.com/images/1005.jpg
53015,2023-11-07 20:57:00,Chennai,1061,1037,Beverages Item 6,Beverages,614.42,402.54,1,0.0,614.42,211.88,https://example.com/images/1037.jpg
51400,2023-11-08 10:28:00,Mumbai,2635,1041,Chinese Item 2,Chinese,289.08,122.06,1,0.0,289.08,167.02,https://example.com/images/1041.jpg
51400,2023-11-08 10:28:00,Mumbai,2635,1010,Pizza Item 3,Pizza,489.48,219.69,1,5.12,464.42,244.73,https://example.com/images/1010.jpg
51024,2023-11-08 10:59:00,Mumbai,3894,1017,Biryani Item 2,Biryani,798.67,545.44,1,0.0,798.67,253.23,https://example.com/images/1017.jpg
51466,2023-11-08 14:38:00,Chennai,4118,1016,Biryani Item 1,Biryani,128.29,93.92,1,5.24,121.57,27.65,https://example.com/images/1016.jpg
52146,2023-11-08 14:51:00,Hyderabad,2639,1046,Chinese Item 7,Chinese,568.4,339.02,2,5.05,1079.4,401.36,https://example.com/images/1046.jpg
53904,2023-11-08 15:30:00,Delhi,2488,1006,Burgers Item 7,Burgers,755.67,358.43,1,15.44,638.99,280.56,https://example.com/images/1006.jpg
50731,2023-11-08 17:33:00,Mumbai,3128,1053,Salads Item 6,Salads,428.41,284.65,1,,428.41,143.76,https://example.com/images/1053.jpg
51894,2023-11-08 17:37:00,Delhi,3760,1051,Salads Item 4,Salads,292.18,168.88,1,15.57,246.69,77.81,https://example.com/images/1051.jpg
51465,2023-11-08 18:37:00,Pune,1171,1012,Pizza Item 5,Pizza,365.65,246.74,1,0.0,365.65,118.91,https://example.com/images/1012.jpg
52071,2023-11-08 19:02:00,Kolkata,3772,1018,Biryani Item 3,Biryani,334.15,145.08,2,0.0,668.3,378.14,https://example.com/images/1018.jpg
54205,2023-11-08 20:59:00,Hyderabad,2184,1017,Biryani Item 2,Biryani,798.67,545.44,1,5.35,755.94,210.5,https://example.com/images/1017.jpg
52574,2023-11-08 21:50:00,Bengaluru,2026,1048,Salads Item 1,Salads,481.16,264.46,1,0.0,481.16,216.7,https://example.com/images/1048.jpg
52574,2023-11-08 21:50:00,Bengaluru,2026,1005,Burgers Item 6,Burgers,111.59,82.52,1,0.0,111.59,29.07,https://example.com/images/1005.jpg
50861,2023-11-09 09:24:00,Kolkata,2111,1030,Desserts Item 7,Desserts,398.7,197.35,1,0.0,398.7,201.35,https://example.com/images/1030.jpg
53361,2023-11-09 09:48:00,Chennai,1449,1001,Burgers Item 2,Burgers,537.84,327.83,1,15.39,455.07,127.24,https://example.com/images/1001.jpg
52555,2023-11-09 10:34:00,Hyderabad,3017,1007,Burgers Item 8,Burgers,197.76,91.8,1,21.87,154.51,62.71,https://example.com/images/1007.jpg
51563,2023-11-09 14:30:00,Delhi,2155,1002,Burgers Item 3,Burgers,191.31,86.97,1,0.0,191.31,104.34,https://example.com/images/1002.jpg
51563,2023-11-09 14:30:00,Delhi,2155,1006,Burgers Item 7,Burgers,755.67,358.43,1,0.0,755.67,397.24,https://example.com/images/1006.jpg
54681,2023-11-09 20:35:00,Delhi,3091,1039,Beverages Item 8,Beverages,354.6,156.22,3,15.61,897.75,429.09,https://example.com/images/1039.jpg
54681,2023-11-09 20:35:00,Delhi,3091,1017,Biryani Item 2,Biryani,798.67,545.44,1,5.37,755.78,210.34,https://example.com/images/1017.jpg
50297,2023-11-09 21:06:00,Hyderabad,1548,1046,Chinese Item 7,Chinese,568.4,339.02,1,0.0,568.4,229.38,https://example.com/images/1046.jpg
50297,2023-11-09 21:06:00,Hyderabad,1548,1042,Chinese Item 3,Chinese,291.46,149.76,1,0.0,291.46,141.7,https://example.com/images/1042.jpg
53643,2023-11-10 11:12:00,Delhi,1190,1013,Pizza Item 6,Pizza,215.95,125.25,1,21.53,169.46,44.21,https://example.com/images/1013.jpg
53643,2023-11-10 11:12:00,Delhi,1190,1003,Burgers Item 4,Burgers,123.78,87.04,3,0.0,371.34,110.22,https://example.com/images/1003.jpg
50378,2023-11-10 11:32:00,Hyderabad,2528,1025,Desserts Item 2,Desserts,749.92,503.42,1,0.0,749.92,246.5,https://example.com/images/1025.jpg
50378,2023-11-10 11:32:00,Hyderabad,2528,1019,Biryani Item 4,Biryani,505.21,279.91,3,0.0,1515.63,675.9,https://example.com/images/1019.jpg
53677,2023-11-10 13:12:00,Kolkata,3687,1005,Burgers Item 6,Burgers,111.59,82.52,1,0.0,111.59,29.07,https://example.com/images/1005.jpg
53565,2023-11-10 16:50:00,Kolkata,2379,1031,Desserts Item 8,Desserts,723.82,379.91,3,0.0,2171.46,1031.73,https://example.com/images/1031.jpg
53565,2023-11-10 16:50:00,Kolkata,2379,1020,Biryani Item 5,Biryani,193.29,110.82,3,13.19,503.4,170.94,https://example.com/images/1020.jpg
53565,2023-11-10 16:50:00,Kolkata,2379,1047,Chinese Item 8,Chinese,604.53,346.29,2,5.47,1142.92,450.34,https://example.com/images/1047.jpg
53113,2023-11-10 17:02:00,Chennai,2365,1021,Biryani Item 6,Biryani,122.54,88.02,1,5.16,116.22,28.2,https://example.com/images/1021.jpg
50386,2023-11-10 19:10:00,Mumbai,3047,1007,Burgers Item 8,Burgers,197.76,91.8,2,25.0,296.64,113.04,https://example.com/images/1007.jpg
51603,2023-11-10 20:06:00,Chennai,4015,1046,Chinese Item 7,Chinese,568.4,339.02,1,13.02,494.39,155.37,https://example.com/images/1046.jpg
50152,2023-11-10 22:51:00,Hyderabad,2178,1035,Beverages Item 4,Beverages,651.33,305.83,3,5.08,1854.72,937.23,https://example.com/images/1035.jpg
50152,2023-11-10 22:51:00,Hyderabad,2178,1012,Pizza Item 5,Pizza,365.65,246.74,3,10.35,983.43,243.21,https://example.com/images/1012.jpg
50152,2023-11-10 22:51:00,Hyderabad,2178,1039,Beverages Item 8,Beverages,354.6,156.22,1,15.96,298.01,141.79,https://example.com/images/1039.jpg
54797,2023-11-11 10:55:00,Pune,3471,1018,Biryani Item 3,Biryani,334.15,145.08,2,5.12,634.08,343.92,https://example.com/images/1018.jpg
54797,2023-11-11 10:55:00,Pune,3471,1023,Biryani Item 8,Biryani,286.01,166.46,2,10.77,510.42,177.5,https://example.com/images/1023.jpg
53121,2023-11-11 10:55:00,Hyderabad,4111,1040,Chinese Item 1,Chinese,745.14,460.61,1,16.38,623.09,162.48,https://example.com/images/1040.jpg
51837,2023-11-11 11:26:00,Kolkata,4082,1037,Beverages Item 6,Beverages,614.42,402.54,1,0.0,614.42,211.88,https://example.com/images/1037.jpg
51541,2023-11-11 14:43:00,Chennai,3993,1051,Salads Item 4,Salads,292.18,168.88,1,25.0,219.13,50.25,https://example.com/images/1051.jpg
52268,2023-11-11 14:52:00,Hyderabad,2544,1038,Beverages Item 7,Beverages,702.49,299.2,2,21.8,1098.7,500.3,https://example.com/images/1038.jpg
52398,2023-11-12 12:59:00,Mumbai,2242,1046,Chinese Item 7,Chinese,568.4,339.02,1,16.09,476.94,137.92,https://example.com/images/1046.jpg
52455,2023-11-12 13:03:00,Chennai,1049,1005,Burgers Item 6,Burgers,111.59,82.52,2,21.33,175.58,10.54,https://example.com/images/1005.jpg
52455,2023-11-12 13:03:00,Chennai,1049,1038,Beverages Item 7,Beverages,702.49,299.2,1,5.0,667.37,368.17,https://example.com/images/1038.jpg
54793,2023-11-12 15:17:00,Bengaluru,1482,1008,Pizza Item 1,Pizza,302.63,176.63,2,5.46,572.22,218.96,https://example.com/images/1008.jpg
54893,2023-11-12 18:04:00,Chennai,2089,1042,Chinese Item 3,Chinese,291.46,149.76,1,10.61,260.54,110.78,https://example.com/images/1042.jpg
52187,2023-11-12 18:07:00,Chennai,2274,1029,Desserts Item 6,Desserts,127.61,65.57,1,10.77,113.87,48.3,https://example.com/images/1029.jpg
54825,2023-11-12 21:27:00,Hyderabad,3963,1008,Pizza Item 1,Pizza,302.63,176.63,1,16.43,252.91,76.28,https://example.com/images/1008.jpg
54825,2023-11-12 21:27:00,Hyderabad,3963,1035,Beverages Item 4,Beverages,651.33,305.83,2,12.72,1136.96,525.3,https://example.com/images/1035.jpg
55366,2023-11-13 09:26:00,Kolkata,3942,1021,Biryani Item 6,Biryani,122.54,88.02,3,5.32,348.06,84.0,https://example.com/images/1021.jpg
50486,2023-11-13 11:02:00,Hyderabad,2490,1031,Desserts Item 8,Desserts,723.82,379.91,1,0.0,723.82,343.91,https://example.com/images/1031.jpg
50486,2023-11-13 11:02:00,Hyderabad,2490,1030,Desserts Item 7,Desserts,398.7,197.35,3,16.37,1000.29,408.24,https://example.com/images/1030.jpg
50486,2023-11-13 11:02:00,Hyderabad,2490,1039,Beverages Item 8,Beverages,354.6,156.22,2,0.0,709.2,396.76,https://example.com/images/1039.jpg
52394,2023-11-13 11:53:00,Bengaluru,2367,1019,Biryani Item 4,Biryani,505.21,279.91,1,5.47,477.58,197.67,https://example.com/images/1019.jpg
50765,2023-11-13 18:13:00,Hyderabad,3379,1041,Chinese Item 2,Chinese,289.08,122.06,1,15.54,244.16,122.1,https://example.com/images/1041.jpg
51048,2023-11-13 19:46:00,Hyderabad,1892,1017,Biryani Item 2,Biryani,798.67,545.44,1,25.0,599.0,53.56,https://example.com/images/1017.jpg
50092,2023-11-13 21:26:00,Pune,3007,1051,Salads Item 4,Salads,292.18,168.88,3,5.48,828.51,321.87,https://example.com/images/1051.jpg
53870,2023-11-14 08:31:00,Hyderabad,3031,1030,Desserts Item 7,Desserts,398.7,197.35,2,5.08,756.9,362.2,https://example.com/images/1030.jpg
53870,2023-11-14 08:31:00,Hyderabad,3031,1024,Desserts Item 1,Desserts,539.27,250.6,1,0.0,539.27,288.67,https://example.com/images/1024.jpg
53747,2023-11-14 09:54:00,Bengaluru,1665,1020,Biryani Item 5,Biryani,193.29,110.82,1,25.0,144.97,34.15,https://example.com/images/1020.jpg
51949,2023-11-14 10:33:00,Kolkata,1497,1002,Burgers Item 3,Burgers,191.31,86.97,2,0.0,382.62,208.68,https://example.com/images/1002.jpg
54512,2023-11-14 15:04:00,Hyderabad,3022,1049,Salads Item 2,Salads,106.24,46.51,1,0.0,106.24,59.73,https://example.com/images/1049.jpg
54512,2023-11-14 15:04:00,Hyderabad,3022,1009,Pizza Item 2,Pizza,350.92,176.14,1,10.8,313.02,136.88,https://example.com/images/1009.jpg
50655,2023-11-14 16:06:00,Mumbai,2560,1033,Beverages Item 2,Beverages,216.24,147.21,2,10.75,385.98,91.56,https://example.com/images/1033.jpg
50655,2023-11-14 16:06:00,Mumbai,2560,1034,Beverages Item 3,Beverages,140.56,104.77,2,5.14,266.68,57.14,https://example.com/images/1034.jpg
50655,2023-11-14 16:06:00,Mumbai,2560,1025,Desserts Item 2,Desserts,749.92,503.42,3,21.34,1769.67,259.41,https://example.com/images/1025.jpg
53749,2023-11-14 17:44:00,Kolkata,2710,1027,Desserts Item 4,Desserts,463.77,335.15,1,0.0,463.77,128.62,https://example.com/images/1027.jpg
51755,2023-11-14 18:30:00,Hyderabad,2368,1010,Pizza Item 3,Pizza,489.48,219.69,2,,978.96,539.58,https://example.com/images/1010.jpg
50660,2023-11-14 19:16:00,Bengaluru,3541,1048,Salads Item 1,Salads,481.16,264.46,1,10.86,428.91,164.45,https://example.com/images/1048.jpg
51016,2023-11-15 10:40:00,Mumbai,2258,1035,Beverages Item 4,Beverages,651.33,305.83,2,20.19,1039.66,428.0,https://example.com/images/1035.jpg
51419,2023-11-15 13:52:00,Bengaluru,3785,1022,Biryani Item 7,Biryani,264.99,167.44,1,5.11,251.45,84.01,https://example.com/images/1022.jpg
52634,2023-11-15 14:06:00,Delhi,1845,1007,Burgers Item 8,Burgers,197.76,91.8,2,0.0,395.52,211.92,https://example.com/images/1007.jpg
53236,2023-11-15 15:07:00,Bengaluru,2623,1028,Desserts Item 5,Desserts,169.15,79.26,1,0.0,169.15,89.89,https://example.com/images/1028.jpg
52640,2023-11-15 15:50:00,Pune,3169,1045,Chinese Item 6,Chinese,164.91,107.13,2,10.45,295.36,81.1,https://example.com/images/1045.jpg
51115,2023-11-15 16:13:00,Kolkata,1784,1014,Pizza Item 7,Pizza,534.5,222.49,1,25.0,400.88,178.39,https://example.com/images/1014.jpg
50132,2023-11-15 16:26:00,Mumbai,1920,1042,Chinese Item 3,Chinese,291.46,149.76,2,10.91,519.32,219.8,https://example.com/images/1042.jpg
51044,2023-11-15 19:27:00,Kolkata,2010,1022,Biryani Item 7,Biryani,264.99,167.44,1,0.0,264.99,97.55,https://example.com/images/1022.jpg
51959,2023-11-15 22:12:00,Delhi,2164,1022,Biryani Item 7,Biryani,264.99,167.44,1,10.87,236.19,68.75,https://example.com/images/1022.jpg
55026,2023-11-16 09:18:00,Kolkata,3573,1037,Beverages Item 6,Beverages,614.42,402.54,3,0.0,1843.26,635.64,https://example.com/images/1037.jpg
50366,2023-11-16 11:59:00,Bengaluru,4037,1042,Chinese Item 3,Chinese,291.46,149.76,1,0.0,291.46,141.7,https://example.com/images/1042.jpg
54221,2023-11-16 14:04:00,Kolkata,1198,1030,Desserts Item 7,Desserts,398.7,197.35,1,10.42,357.16,159.81,https://example.com/images/1030.jpg
54221,2023-11-16 14:04:00,Kolkata,1198,1007,Burgers Item 8,Burgers,197.76,91.8,2,15.68,333.5,149.9,https://example.com/images/1007.jpg
53722,2023-11-16 14:11:00,Chennai,4173,1024,Desserts Item 1,Desserts,539.27,250.6,2,0.0,1078.54,577.34,https://example.com/images/1024.jpg
51423,2023-11-16 14:41:00,Delhi,1049,1005,Burgers Item 6,Burgers,111.59,82.52,2,0.0,223.18,58.14,https://example.com/images/1005.jpg
51423,2023-11-16 14:41:00,Delhi,1049,1002,Burgers Item 3,Burgers,191.31,86.97,2,5.23,362.6,188.66,https://example.com/images/1002.jpg
53041,2023-11-16 18:43:00,Kolkata,4095,1020,Biryani Item 5,Biryani,193.29,110.82,1,0.0,193.29,82.47,https://example.com/images/1020.jpg
52805,2023-11-16 20:21:00,Chennai,2832,1044,Chinese Item 5,Chinese,645.15,364.69,1,0.0,645.15,280.46,https://example.com/images/1044.jpg
55045,2023-11-16 21:15:00,Bengaluru,1922,1006,Burgers Item 7,Burgers,755.67,358.43,1,0.0,755.67,397.24,https://example.com/images/1006.jpg
55045,2023-11-16 21:15:00,Bengaluru,1922,1048,Salads Item 1,Salads,481.16,264.46,2,0.0,962.32,433.4,https://example.com/images/1048.jpg
50880,2023-11-16 22:17:00,Hyderabad,1911,1037,Beverages Item 6,Beverages,614.42,402.54,2,0.0,1228.84,423.76,https://example.com/images/1037.jpg
51012,2023-11-17 08:21:00,Mumbai,2383,1035,Beverages Item 4,Beverages,651.33,305.83,1,0.0,651.33,345.5,https://example.com/images/1035.jpg
53980,2023-11-17 08:44:00,Mumbai,1747,1024,Desserts Item 1,Desserts,539.27,250.6,1,25.0,404.45,153.85,https://example.com/images/1024.jpg
53980,2023-11-17 08:44:00,Mumbai,1747,1044,Chinese Item 5,Chinese,645.15,364.69,1,5.22,611.47,246.78,https://example.com/images/1044.jpg
53322,2023-11-17 09:29:00,Kolkata,1667,1026,Desserts Item 3,Desserts,680.92,485.63,1,0.0,680.92,195.29,https://example.com/images/1026.jpg
53322,2023-11-17 09:29:00,Kolkata,1667,1010,Pizza Item 3,Pizza,489.48,219.69,1,20.1,391.09,171.4,https://example.com/images/1010.jpg
53053,2023-11-17 09:44:00,Chennai,2580,1017,Biryani Item 2,Biryani,798.67,545.44,2,10.38,1431.54,340.66,https://example.com/images/1017.jpg
52149,2023-11-17 12:46:00,Kolkata,2324,1045,Chinese Item 6,Chinese,164.91,107.13,3,,494.73,173.34,https://example.com/images/1045.jpg
54707,2023-11-17 13:15:00,Chennai,1631,1046,Chinese Item 7,Chinese,568.4,339.02,2,15.06,965.6,287.56,https://example.com/images/1046.jpg
54566,2023-11-17 14:44:00,Mumbai,2874,1007,Burgers Item 8,Burgers,197.76,91.8,1,21.71,154.83,63.03,https://example.com/images/1007.jpg
52842,2023-11-17 17:17:00,Pune,1613,1043,Chinese Item 4,Chinese,578.57,360.53,2,0.0,1157.14,436.08,https://example.com/images/1043.jpg
52842,2023-11-17 17:17:00,Pune,1613,1051,Salads Item 4,Salads,292.18,168.88,3,0.0,876.54,369.9,https://example.com/images/1051.jpg
55423,2023-11-17 22:41:00,Kolkata,2581,1005,Burgers Item 6,Burgers,111.59,82.52,2,0.0,223.18,58.14,https://example.com/images/1005.jpg
50100,2023-11-18 09:18:00,Bengaluru,2656,1021,Biryani Item 6,Biryani,122.54,88.02,2,0.0,245.08,69.04,https://example.com/images/1021.jpg
53607,2023-11-18 14:42:00,Kolkata,2132,1005,Burgers Item 6,Burgers,111.59,82.52,1,0.0,111.59,29.07,https://example.com/images/1005.jpg
53607,2023-11-18 14:42:00,Kolkata,2132,1055,Salads Item 8,Salads,307.09,140.16,1,15.96,258.08,117.92,https://example.com/images/1055.jpg
51861,2023-11-18 15:00:00,Hyderabad,1151,1045,Chinese Item 6,Chinese,164.91,107.13,2,5.24,312.54,98.28,https://example.com/images/1045.jpg
53456,2023-11-18 16:57:00,Bengaluru,3800,1021,Biryani Item 6,Biryani,122.54,88.02,2,0.0,245.08,69.04,https://example.com/images/1021.jpg
